no,part_no,sparepart,stok,jumlah_terjual,harga,kategori_sparepart,klasifikasi
923,16520-78K00-000,"STRAINER,OIL PUMP",sedang,tinggi,mahal,critical,laris
924,16559-78K00-000,"GASKET,OIL GALLERY",sedang,tinggi,murah,critical,laris
925,17579-78K00-000,"O-RING,WTR OUTLET CAP",banyak,tinggi,murah,fast,laris
926,24126-64J01-000,"BEARING,T/M OUTPUT SHAFT RR",banyak,tinggi,murah,critical,laris
927,27561-80K20-000,"MOUNTING COMP,RR DIFF FRONT,L",sedang,rendah,mahal,critical,tidak laris
928,35810-65J01-000,"LAMP ASSY,HIGH MT STOP",dikit,rendah,mahal,slow,tidak laris
929,49230-78K00-000,"HOSE COMP,PRESSURE",sedang,rendah,mahal,fast,tidak laris
930,75531-65J01-000,"LINING,REAR WHEEL HSG,L",dikit,rendah,mahal,slow,tidak laris
931,68001-65844-000,"PANEL ASSY FR DOOR, R",dikit,rendah,mahal,slow,tidak laris
932,68002-65844-000,"PANEL ASSY,FRT DOOR,L",dikit,rendah,mahal,slow,tidak laris
933,95410-64J62-000,EVAPORATOR ASSY,dikit,rendah,mahal,critical,laris
934,57300-65811-000,"PANEL SET,FRONT HOOD",dikit,rendah,mahal,slow,tidak laris
935,35650-78F01-000,"LAMP UNIT,RR COMBINATION RH",dikit,rendah,mahal,slow,tidak laris
936,95310-80J01-000,CONDENSER ASSY,dikit,rendah,mahal,critical,laris
937,43420-85800-000,"HUB SET,FRONT WHEEL",sedang,rendah,mahal,critical,tidak laris
938,51930-65D11-000,"VALVE ASSY,LSP",dikit,rendah,mahal,critical,laris
939,57600-81810-000,"PANEL,FRONT FENDER,R",dikit,rendah,mahal,slow,tidak laris
940,57700-80850-000,"PANEL,FRONT FENDER,L",sedang,rendah,mahal,slow,tidak laris
941,11610-60C02-000,"MOUNTING,ENGINE FRONT",sedang,tinggi,murah,critical,laris
942,11400-86875-000,"GASKET SET,ENGINE",sedang,tinggi,mahal,critical,laris
943,11610-54G30-000,"MOUNTING,ENG RH",dikit,rendah,mahal,critical,laris
944,17530-78K01-000,"PULLEY,GEN BELT IDLER",banyak,rendah,murah,critical,tidak laris
945,71741-54L00-5PK,"GRILLE,RADIATOR (BLACK)",sedang,tinggi,mahal,slow,tidak laris
946,87261-60KN0-000,"MEMBER,2ND RISER",sedang,tinggi,murah,slow,laris
947,27561-66J21-000,"MOUNTING COMP,RR DIFF RR",sedang,tinggi,murah,critical,laris
948,86103-63011-000,"MIRROR ASSY,INSIDE REAR VIEW",sedang,tinggi,mahal,slow,tidak laris
949,43420-80801-000,"HUB SET,FRONT WHEEL",dikit,rendah,mahal,critical,laris
950,75270-65J01-000,"SILENCER COMP,FRT HOOD",sedang,tinggi,mahal,slow,tidak laris
951,83401-65J11-000,"REGULATOR ASSY,FR WD,R",dikit,rendah,mahal,critical,laris
952,55211-65J02-000,"DISC,FRONT BRAKE",dikit,rendah,mahal,critical,laris
953,11141-73K01-000,"GASKET,CYLINDER HEAD",dikit,rendah,murah,critical,tidak laris
954,17530-82J00-000,"PULLEY,BELT IDLER",dikit,rendah,mahal,critical,laris
955,42431-71L00-000,"MOUNT,FRONT STABILIZER BAR (TYPE 1)",banyak,rendah,murah,critical,tidak laris
956,73910-71L00-R8R,"DOOR ASSY,PASSENGER AIR BAG (BROWN)",sedang,tinggi,mahal,critical,laris
957,36739-86J00-000,"FUSE,BATTERY",banyak,rendah,murah,fast,tidak laris
958,55311-80J03-000,"DISC,FRONT BRAKE",dikit,rendah,mahal,critical,laris
959,15815-77M00-000,"HOSE,FUEL (PIPE TO ENG)",banyak,tinggi,murah,fast,laris
960,35120-65JE0-000,"UNIT,HEADLAMP RH",dikit,rendah,mahal,critical,laris
961,35320-65JE0-000,"UNIT,HEADLAMP LH",dikit,rendah,mahal,critical,laris
962,41601-78K11-000,"STRUT ASSY,FRONT SUSPENSION,R",dikit,rendah,mahal,critical,laris
963,41602-78K11-000,"STRUT ASSY,FRONT SUSPENSION,L",dikit,rendah,mahal,critical,laris
964,72484-77K00-000,"COVER,ENGINE SPLASH,L",sedang,tinggi,murah,slow,laris
965,84701-78K81-Z7T,"MIRROR,OUT RR VIEW,R",dikit,rendah,mahal,slow,tidak laris
966,84702-78K81-Z7T,"MIRROR,OUT RR VIEW,L",dikit,rendah,mahal,slow,tidak laris
967,71711-77KB0-799,"BUMPER, FRONT (PRIMARY COAT)",dikit,rendah,mahal,slow,tidak laris
968,72111-77KA0-38B,"GRILLE, RADIATOR",sedang,rendah,mahal,slow,tidak laris
969,28300-58M00-000,"CABLE ASSY,SHIFT & SELECT CON",sedang,rendah,mahal,critical,tidak laris
970,57710-65J10-000,"PANEL,FR FENDER LH(W/TURN SIGNAL)",sedang,rendah,mahal,slow,tidak laris
971,23810-64J21-000,"CYLINDER ASSY,CLUTCH MASTER",sedang,tinggi,mahal,critical,laris
972,95861-64J10-000,"FILTER,AIR",banyak,tinggi,murah,fast,laris
973,28225-83K10-000,"CLAMP,SELECT CABLE",banyak,tinggi,murah,slow,laris
974,11610-72L10-000,"MOUNTING, ENG RH",dikit,rendah,mahal,critical,laris
975,28225-71L10-000,"CLAMP, SELECT CABLE",sedang,rendah,murah,slow,tidak laris
976,71741-70L00-KAG,"GRILLE, RADIATOR (BLACK/GRAY)",dikit,rendah,mahal,slow,tidak laris
977,95541-58M00-000,THERMISTOR ASSY,banyak,rendah,murah,critical,tidak laris
978,35650-81A11-000,"LAMP UNIT,RR COMB RH",sedang,tinggi,mahal,slow,tidak laris
979,35670-81A11-000,"LAMP UNIT,RR COMB LH",sedang,tinggi,mahal,slow,tidak laris
980,12160-86FB0-000,CONNROD ASSY,dikit,rendah,mahal,critical,laris
981,11550-51K00-000,"BRACKET,GENERATOR",sedang,tinggi,mahal,slow,tidak laris
982,95411-80J12-000,EVAPORATOR ASSY,dikit,rendah,mahal,critical,laris
983,41710-71L01-000,"SUPPORT,FR STRUT",sedang,tinggi,mahal,critical,laris
984,43402-80J02-000,"HUB ASSY,WHL",dikit,rendah,mahal,critical,laris
985,95610-54J04-5PK,"PANEL UNIT,AUTO A/C",dikit,rendah,mahal,slow,tidak laris
986,11610-65J03-000,"MOUNTING,ENG FR",dikit,rendah,mahal,critical,laris
987,44102-80J11-000,"SHAFT ASSY,FRONT DRIVE,L",dikit,rendah,mahal,critical,laris
988,46221-80J01-000,"BUSHING,TRAILING ARM",sedang,tinggi,mahal,critical,laris
989,46500-77M00-000,"BEAM ASSY,REAR SUSPENSION",dikit,rendah,mahal,critical,laris
990,11100-69L40-000,"HEAD ASSY,CYLINDER (FROM 2013-MARCH)",dikit,rendah,mahal,critical,laris
991,23810-65D01-000,"CYLINDER ASSY,CLUTCH MASTER",dikit,rendah,mahal,critical,laris
992,57420-65J03-000,"HINGE COMP,FRONT HOOD,L",sedang,rendah,murah,slow,tidak laris
993,23820-65D01-000,"CYLINDER ASSY,CLUTCH OPERATING",sedang,rendah,mahal,critical,tidak laris
994,55840-65J01-000,PISTON / SEAL SET,sedang,tinggi,murah,critical,laris
995,38100-65J10-000,MOTOR & LINK FR WIPER,dikit,rendah,mahal,critical,laris
996,71751-57M10-5PK,"BEZEL,FR FOG LAMP,R",sedang,tinggi,mahal,slow,tidak laris
997,71761-57M10-5PK,"BEZEL,FR FOG LAMP,L",banyak,tinggi,mahal,slow,tidak laris
998,84718-68H00-ZVC,"COVER,MIRROR VISOR,R(SILVER)",banyak,tinggi,murah,slow,laris
999,84728-68H00-ZVC,"COVER,MIRROR VISOR,L(SILVER)",banyak,tinggi,murah,slow,laris
1000,36840-76K01-000,"WIRE,FUEL",sedang,tinggi,mahal,critical,laris
1001,11641-80A00-000,"BRACKET, ENG FR MTG RH",dikit,tinggi,murah,slow,laris
1002,29621-81A00-000,"BRACKET, T/F MOUNTING LH",dikit,rendah,mahal,slow,tidak laris
1003,29631-81A00-000,"BRACKET, T/F MOUNTING RH",sedang,tinggi,mahal,slow,tidak laris
1004,36737-76J00-000,"BRACKET, RELAY BOX",sedang,tinggi,murah,slow,laris
1005,87244-57M50-P4Z,"COVER, REAR RCLNG LOWER RH",banyak,tinggi,murah,slow,laris
1006,49200-81A30-000,"HOSE ASSY, PRESSURE/RETURN",dikit,rendah,mahal,fast,tidak laris
1007,64111-81A01-P41,"PANEL, SIDE SILL RH",dikit,rendah,mahal,slow,tidak laris
1008,72320-57M00-000,"MEMBER, FRONT BUMPER",sedang,tinggi,mahal,slow,tidak laris
1009,76214-81A01-P4Z,"LID, QUARTER TRIM BOX (GRAY)",sedang,tinggi,murah,slow,laris
1010,76215-81A00-P4Z,"CAP, RR QTR LOWER TRIM (GRAY)",sedang,tinggi,murah,slow,laris
1011,84926-57M00-000,"PAD, FR ELR",dikit,rendah,mahal,critical,laris
1012,84511-81A03-000,"GLASS, WINDSHIELD",dikit,rendah,mahal,slow,tidak laris
1013,84531-81A02-000,"GLASS, FR DR WINDOW RH",dikit,rendah,mahal,slow,tidak laris
1014,84531-81A12-000,"GLASS, FR DR WINDOW RH (UV CUT)",dikit,rendah,mahal,slow,tidak laris
1015,84536-81A02-000,"GLASS, FR DR WINDOW LH",dikit,rendah,mahal,slow,tidak laris
1016,84536-81A12-000,"GLASS, FR DR WINDOW LH (UV CUT)",dikit,rendah,mahal,slow,tidak laris
1017,77213-59R50-000,"PROTECTOR,SIDE SILL SPLASH (CKD DREZA)",sedang,tinggi,murah,slow,laris
1018,20009-65M70-000,"TRANSMISSION ASSY, AT S-CROSS 2016",dikit,rendah,mahal,critical,laris
1019,11610-78K02-000,"MOUNTING COMP,ENG FRONT",dikit,rendah,mahal,critical,laris
1020,71811M64M10-799,"BUMPER,REAR(PRIMARY)",sedang,rendah,mahal,slow,tidak laris
1021,82201-80J34-000,"LATCH ASSY,FRONT DOOR,R",dikit,rendah,mahal,critical,laris
1022,11620-61M00-000,"MOUNTING, ENG LH (5MT)",sedang,rendah,mahal,critical,tidak laris
1023,11651-61M00-000,"BRACKET, ENG LH MTG NO.1 (5MT)",sedang,rendah,mahal,slow,tidak laris
1024,11652-61M00-000,"BRACKET, ENG LH MTG NO.2",sedang,rendah,mahal,slow,tidak laris
1025,13700-61M00-000,"CLEANER ASSY, AIR",sedang,rendah,mahal,fast,tidak laris
1026,14110-61M12-H02,"MANIFOLD, EXH",dikit,rendah,mahal,critical,laris
1027,23830-61M20-000,"PIPE ASSY,CLUTCH OIL RH",sedang,rendah,mahal,fast,tidak laris
1028,44117-61MA0-000,"JOINT ASSY, DIFF SIDE RH (5MT)",dikit,rendah,mahal,critical,laris
1029,44119-61M00-000,"BOOT SET, DIFF SIDE (5MT)",dikit,rendah,mahal,critical,laris
1030,44125-61MA0-000,DAMPER SET RH (5MT),dikit,rendah,mahal,critical,laris
1031,75822-61M10-5PK,"GARNISH, GEAR SHIFT AT (BLACK)",banyak,tinggi,murah,slow,laris
1032,16910-78K01-000,"GAUGE COMP,OIL LEVEL",sedang,tinggi,murah,critical,laris
1033,71711M66R00-799,"BUMPER,FRONT (PRIMARY)",dikit,rendah,mahal,slow,tidak laris
1034,71811M66R00-799,"BUMPER,REAR (PRIMARY)",sedang,tinggi,mahal,slow,tidak laris
1035,83994-62R01-000,"CAP,BACK DR DRAIN HOLE",sedang,rendah,murah,slow,tidak laris
1036,72311-62R01-000,"STAY, FR HOOD",banyak,tinggi,murah,slow,laris
1037,18640-60CB0-000,"SENSOR ASSY, KNOCK (P73)",sedang,tinggi,murah,critical,laris
1038,55850-76G01-000,PIN/BOOT SET,sedang,tinggi,murah,critical,laris
1039,55840-80J01-000,PISTON/SEAL SET,dikit,rendah,mahal,critical,laris
1040,41700-77A02-000,"ABSORBER ASSY,REAR SHOCK",dikit,rendah,mahal,critical,laris
1041,55852-80J01-000,PIN-B ASSY/BOOT SET,sedang,tinggi,murah,critical,laris
1042,28113-63J01-5PK,KNOB.GEAR SHIFT CONT LEVER,dikit,rendah,mahal,slow,tidak laris
1043,14300-61M01-000,MUFFLER,dikit,rendah,mahal,critical,laris
1044,44118-80J12-000,"BOOT SET,WHEEL SIDE",dikit,rendah,mahal,critical,laris
1045,44119-80J32-000,"BOOT SET,DIFF",dikit,rendah,mahal,critical,laris
1046,55851-80J01-000,PIN/BOOT SET,sedang,tinggi,murah,critical,laris
1047,28113-50J07-BWK,"KNOB COMP,GEAR SHF CONT LEVER",dikit,rendah,mahal,slow,tidak laris
1048,71711M64MA0-799,"BUMPER, FRONT UPPER",sedang,rendah,mahal,slow,tidak laris
1049,55880-68L01-000,SEAL SET,banyak,rendah,murah,fast,tidak laris
1050,43210-73R00-39M,WHEEL(15X5 1/2J)(SILVER),sedang,tinggi,mahal,slow,tidak laris
1051,37145-55A41-000,"KEY,BLANK (OMR)",sedang,tinggi,mahal,slow,tidak laris
1052,42420-80J01-000,"JOINT COMP,STABILIZER BAR",dikit,rendah,murah,critical,tidak laris
1053,53401-65J01-000,"CYLINDER ASSY,REAR WHEEL",dikit,rendah,mahal,critical,laris
1054,38720-58M05-000,"CONTROLLER ASSY,EPS",dikit,rendah,mahal,critical,laris
1055,41810-70L01-000,"ABSORBER ASSY,RR SHOCK",dikit,rendah,mahal,critical,laris
1056,82131-50M00-000,BOLT,sedang,tinggi,murah,critical,laris
1057,28390-52S00-000,"BRACKET,T/M CONT CABLE",sedang,rendah,murah,slow,tidak laris
1058,63133-52S00-000,"BRACKET,FR PILLAR CENTER,R",dikit,tinggi,murah,slow,laris
1059,41700-65D04-000,"ABSORBER ASSY,RR SHOCK",sedang,tinggi,mahal,critical,laris
1060,41700-52D02-000,"ABSORBER ASSY,SHOCK,REAR",dikit,rendah,mahal,critical,laris
1061,49100-65J01-000,"PUMP ASSY,POWER STEERING",dikit,rendah,mahal,critical,laris
1062,72523-52S00-000,"BOLT,BATTERY COVER",sedang,rendah,murah,critical,tidak laris
1063,51550-68R01-000,"HOSE,FR BRAKE FLEXIBLE",banyak,tinggi,murah,fast,laris
1064,09159-24012-000,"NUT,FR WHEEL BRG LOCK",banyak,tinggi,murah,fast,laris
1065,57279-78R00-000,"BRACKET,BRAKE FLEXIBLE HOSE",sedang,tinggi,murah,slow,laris
1066,75850-77R00-5PK,"BOX,FLOOR CONSOLE REAR (BLACK)",sedang,rendah,murah,slow,tidak laris
1067,95291-77R10-000,BRACKET,banyak,tinggi,murah,slow,laris
1068,51510-78R00-000,"PIPE,RR BK HOSE TO RR W/C,R",banyak,rendah,murah,fast,tidak laris
1069,51540-78R00-000,"HOSE,FR BRAKE FLEXIBLE",banyak,tinggi,murah,fast,laris
1070,51751-78R00-000,"CLAMP,BK PIPE DASH 5",sedang,rendah,murah,slow,tidak laris
1071,51761-78R10-000,"CLAMP,BK PIPE FRAME SINGLE",sedang,rendah,murah,slow,tidak laris
1072,51761-78R20-000,"CLAMP,BK PIPE FRAME DOUBLE",sedang,rendah,murah,slow,tidak laris
1073,58110-78R00-000,"MEMBER,1ST MOUNT",dikit,tinggi,mahal,slow,tidak laris
1074,58146-78R00-000,"BRACKET,FR OUTER PANEL LWR,R",banyak,tinggi,murah,slow,laris
1075,58166-78R00-000,"BRACKET,FR OUTER PANEL LWR,L",banyak,tinggi,murah,slow,laris
1076,58171-78R00-000,"MEMBER,LAMP SUPPORT,R",sedang,tinggi,murah,slow,laris
1077,58172-78R00-000,"BRACKET,FR OUTER PANEL UPR,R",sedang,tinggi,murah,slow,laris
1078,58181-78R00-000,"MEMBER,LAMP SUPPORT,L",sedang,tinggi,murah,slow,laris
1079,58182-78R00-000,"BRACKET,FR OUTER PANEL UPR,L",sedang,tinggi,murah,slow,laris
1080,58922-78R00-000,"BRACKET,HU FR",sedang,tinggi,murah,slow,laris
1081,58923-78R00-000,"BRACKET,HU RR",sedang,rendah,murah,slow,tidak laris
1082,59326-78R00-000,"EXTENSION,HVAC BRACKET",sedang,rendah,murah,slow,tidak laris
1083,59330-78R00-000,"EXTENSION,PEDAL BRACKET",sedang,tinggi,murah,slow,laris
1084,61516-78R00-000,"REINF,MAIN FLOOR,R",sedang,tinggi,murah,critical,laris
1085,61517-78R00-000,"REINF,MAIN FLOOR,L",sedang,tinggi,murah,critical,laris
1086,61670-78R00-000,"PANEL,SIDE SILL INR RR,L",sedang,tinggi,mahal,slow,tidak laris
1087,63241-78R00-000,"REINF,CENTER PILLAR,R",dikit,rendah,mahal,critical,laris
1088,63242-78R00-000,"EXTENSION,QTR INNER REINF,R",sedang,tinggi,murah,slow,laris
1089,63432-52R00-000,"PATCH,SEAT BELT ELR",banyak,rendah,murah,fast,tidak laris
1090,63641-78R00-000,"REINF,CENTER PILLAR,L",dikit,rendah,mahal,critical,laris
1091,63642-78R00-000,"EXTENSION,QTR INNER REINF,L",sedang,tinggi,murah,slow,laris
1092,64113-78R00-000,"EXTENSION,ROOF SIDE DRIP FR,R",sedang,tinggi,murah,slow,laris
1093,64115-78R00-000,"REINF,RR ROOF SIDE",sedang,tinggi,murah,critical,laris
1094,64513-78R00-000,"EXTENSION,ROOF SIDE DRIP FR,L",sedang,tinggi,murah,slow,laris
1095,72320-78R00-000,"LINING,FRONT FENDER,R",dikit,rendah,murah,slow,tidak laris
1096,72335-85K00-000,COVER,banyak,tinggi,murah,slow,laris
1097,72387-68L00-000,"BRACKET,FR PILLAR LOWER SEAL",sedang,rendah,murah,slow,tidak laris
1098,72420-78R00-000,"LINING,FRONT FENDER,L",dikit,rendah,murah,slow,tidak laris
1099,73824-77R00-5PK,"CAP,I/P CENTER (BLACK)",sedang,tinggi,murah,slow,laris
1100,77841-78R00-DHL,EMBLEM (CHROME/GRAY),sedang,tinggi,murah,slow,laris
1101,85711-58J00-5PK,"KNOB,RCLNG,L (BLACK)",sedang,rendah,murah,slow,tidak laris
1102,86652-77R00-000,"CAP,ADJUSTER LWR",sedang,rendah,murah,slow,tidak laris
1103,87222-77R00-5PK,"COVER,RCLNG INSIDE,R (BLACK)",banyak,tinggi,murah,slow,laris
1104,87285-77R10-5PK,"COVER,RR CTR HINGE FR (BLACK)",banyak,tinggi,murah,slow,laris
1105,87286-77R10-5PK,"COVER,RR CTR HINGE RR (BLACK)",sedang,tinggi,murah,slow,laris
1106,87360-77R40-000,"PAD,RR BACK,R",sedang,tinggi,murah,critical,laris
1107,87722-77R00-5PK,"COVER,RCLNG INSIDE,L (BLACK)",banyak,tinggi,murah,slow,laris
1108,36210-63J02-6GS,"LAMP ASSY,ROOM",sedang,rendah,mahal,slow,tidak laris
1109,82301-80J25-000,"LATCH ASSY,REAR DOOR,R",dikit,rendah,mahal,critical,laris
1110,16555-58J32-000,"GASKET,OCV",sedang,tinggi,murah,critical,laris
1111,72831-81A01-000,"BRACKET,SPARE TIRE COVER",sedang,tinggi,murah,slow,laris
1112,41700-65J11-000,"ABSORBER ASSY,RR SHOCK",dikit,rendah,mahal,critical,laris
1113,35650-71L00-000,"LAMP UNIT,RR COMB,R",dikit,rendah,mahal,slow,tidak laris
1114,35670-71L00-000,"LAMP UNIT,RR COMB,L",dikit,rendah,mahal,slow,tidak laris
1115,65132-60M00-000,REINF ROOF BACK INNER R,sedang,tinggi,murah,critical,laris
1116,79071-79120-000,GLASS CABIN BACK WIND-AR (GREEN),sedang,tinggi,murah,slow,laris
1117,79631-79140-000,GLASS FRONT DOOR WINDOW R (GREEN),sedang,tinggi,murah,slow,laris
1118,79636-79140-000,GLASS FRONT DOOR WINDOW L (GREEN),sedang,tinggi,murah,slow,laris
1119,84510-65JA1-000,GLASS WHINDSHIELD,dikit,rendah,mahal,slow,tidak laris
1120,84570-63J40-000,GLASS COMP BACK DOOR WD,sedang,rendah,mahal,slow,tidak laris
1121,84570-77R03-000,"GLASS,BACK DR WINDOW",dikit,rendah,mahal,slow,tidak laris
1122,41700-52S01-000,"ABSORBER ASSY,REAR SHOCK",sedang,rendah,murah,critical,tidak laris
1123,39950-73R00-000,"ANTENNA ASSY,GPS",sedang,tinggi,murah,slow,laris
1124,75401-77R01-000,"BOARD ASSY,LUGGAGE FLOOR UPPER",dikit,rendah,mahal,slow,tidak laris
1125,78142-78R02-5PK,"CAP,ROOF MOLDING FR,R(BLACK)",sedang,tinggi,murah,slow,laris
1126,78152-78R02-5PK,"CAP,ROOF MOLDING FR,L (BLACK)",sedang,rendah,murah,slow,tidak laris
1127,89360-73R50-000,"BELT,TANK FIXER,R",sedang,tinggi,murah,slow,laris
1128,89370-73R50-000,"BELT,TANK FIXER,L",sedang,tinggi,murah,slow,laris
1129,11610-57L02-000,"MOUNTING,ENG,R",dikit,rendah,mahal,critical,laris
1130,11620-57L00-000,"MOUNTING,ENG,L",dikit,rendah,mahal,critical,laris
1131,11710-57L10-000,"MOUNTING,ENG RR",dikit,rendah,mahal,critical,laris
1132,11720-57L10-000,"MOUNTING,ENG FR",dikit,rendah,mahal,critical,laris
1133,55800-68L22-000,PAD SET,sedang,rendah,mahal,fast,tidak laris
1134,39106-86T00-000,"CABLE,USB",banyak,rendah,murah,fast,tidak laris
1135,84510-78R04-000,"GLASS,WINDSHIELD",dikit,rendah,mahal,slow,tidak laris
1136,09482M00651-000,"PLUG,SPARK(NGK,ILZKR6F11)",banyak,tinggi,murah,fast,laris
1137,20009-76T10-000,"TRANSMISSION ASSY, AUTOMATIC",dikit,rendah,mahal,critical,laris
1138,17521-81P00-000,"BELT, WATER PUMP",banyak,tinggi,murah,fast,laris
1139,84051M66R03-000,"GLASS,WINDSHIELD",sedang,tinggi,mahal,slow,tidak laris
1140,84501-77R02-000,"GLASS,FR DR WINDOW,R",dikit,rendah,mahal,slow,tidak laris
1141,84502-77R02-000,"GLASS,FR DR WINDOW,L",dikit,rendah,mahal,slow,tidak laris
1142,21000-57LV2-000,"T/M ASSY,AUTOMATIC",dikit,rendah,mahal,critical,laris
1143,83810-77A00-000,"WEATHERSTRIP,FR DR OUT,R",dikit,tinggi,mahal,slow,tidak laris
1144,83820-77A00-000,"WEATHERSTRIP,FR DR OUT,L",dikit,rendah,mahal,slow,tidak laris
1145,77831-57L00-0PG,EMBLEM,sedang,rendah,murah,slow,tidak laris
1146,36757-77R41-000,"WIRE,FR DOOR SUB",sedang,tinggi,mahal,slow,tidak laris
1147,96510-73RV2-000,PACK ASSY BATTERY (12V 10AH),dikit,rendah,mahal,slow,tidak laris
1148,09920M36210-000,PLIER,sedang,tinggi,murah,slow,laris
1149,09925-57620-000,RUBBER BOOT INSTALLER,banyak,tinggi,murah,fast,laris
1150,09944-66040-000,"INSTALLER, DRIVE SHAFT INR SEAL",sedang,rendah,mahal,slow,tidak laris
