no,part_no,Sparepart,Stok,Jumlah,Harga,Kategori,Klasifikasi
1.0,99000-990C5-A01,A/C FILTER ANTIALLERGEN EFFECT,Banyak,Tinggi,Murah,Fast,laris
2.0,99000-99023-A96,FRONT UNDER SPOILER,Sedang,Rendah,Mahal,Slow,tidak laris
3.0,99000-99056-A2G,ROOF END SPOILER,Sedang,Rendah,Mahal,Slow,tidak laris
4.0,99000-99064-B1R,"UNDER SPOILER,FRONT",Sedang,Rendah,Mahal,Slow,tidak laris
5.0,99000-99076-FB0,FOG LAMP BEZEL,Banyak,Tinggi,Murah,Slow,laris
6.0,99000-990J5-AC4,CONSOLE BOX,Sedang,Rendah,Mahal,Slow,tidak laris
7.0,99000-99064-B1N,"SIDE UNDER GARNISH,GRAY MET",Sedang,Rendah,Mahal,Slow,tidak laris
8.0,99000-990C5-A03,"A/C FILTER, ANTIBACTERIAL APPLICABLE EFFECT",Banyak,Tinggi,Murah,Fast,laris
9.0,99000-990G4-A01,"A/C FILTER, ANTIBACTERIAL APPLICABLE EFFECT",Banyak,Tinggi,Murah,Fast,laris
10.0,35526-71L00-000,"BRACKET, ILLUMINATION RH (SWIFT SAI)",Banyak,Tinggi,Murah,Slow,laris
11.0,35566-71L00-000,"BRACKET, ILLUMINATION LH (SWIFT SAI)",Banyak,Tinggi,Murah,Slow,laris
12.0,36553-71L00-000,"LAMP ASSY, ILLUMINATION RH (SWIFT SAI)",Sedang,Rendah,Mahal,Slow,tidak laris
13.0,36554-71L00-000,"LAMP ASSY, ILLUMINATION LH (SWIFT SAI)",Sedang,Rendah,Mahal,Slow,tidak laris
14.0,71735-61P00-000,"SUPPORT, FRONT FOG LAMP SIDE RH (SWIFT SAI)",Banyak,Tinggi,Murah,Critical,laris
15.0,71736-61P00-000,"SUPPORT, FRONT FOG LAMP SIDE LH (SWIFT SAI)",Banyak,Tinggi,Murah,Critical,laris
16.0,71750-60P20-5PK,"BEZEL, FRONT FOG LAMP RH (SWIFT SAI)",Sedang,Tinggi,Murah,Slow,laris
17.0,71787-79M00-ZJ3,"PROTECTOR, FR BUMPER EXT CTR (CIAZ RS)",Sedang,Tinggi,Murah,Slow,laris
18.0,71788-79M00-ZJ3,"PROTECTOR, FR BUMPER EXT SIDE (CIAZ RS)",Sedang,Rendah,Murah,Slow,laris
19.0,71792-60P00-000,"BRACE, FRONT BUMPER SIDE LH (SWIFT SAI)",Sedang,Tinggi,Murah,Slow,laris
20.0,71863-79M00-ZJ3,"PROTECTOR, RR BUMPER EXT CTR (CIAZ RS)",Sedang,Tinggi,Murah,Slow,laris
21.0,71864-79M00-ZJ3,PROTECTOR. RR BUMPER EXT SIDE (CIAZ RS),Sedang,Rendah,Murah,Slow,laris
22.0,77232-82K00-000,"PROTECTOR, SIDE SILL SPLASH (CIAZ RS)",Sedang,Rendah,Murah,Slow,laris
23.0,71791-60P00-000,"BRACE, FRONT BUMPER SIDE RH (SWIFT SAI)",Banyak,Tinggi,Murah,Slow,laris
24.0,73821-62R00-5PK,"GARNISH,I/P CTR(BLACK)",Banyak,Tinggi,Murah,Slow,laris
25.0,73821-62R30-CF4,"GARNISH,I/P CTR",Banyak,Tinggi,Murah,Slow,laris
26.0,99250-68P00-000,"AC FILTER, ANTI PM2.5",Banyak,Tinggi,Murah,Fast,laris
27.0,99000-99036-A16,STICKER,Sedang,Rendah,Murah,Slow,laris
28.0,99000-99036-A18,STICKER,Banyak,Tinggi,Murah,Slow,laris
29.0,99000-99036-B21,"GRAPHIC SET,SPORT MIND",Sedang,Rendah,Murah,Slow,laris
30.0,99000-99036-B22,"GRAPHIC SET,SPORT MIND",Sedang,Rendah,Murah,Slow,laris
31.0,990E0-78R07-000,SIDE BODY MOLDING JIMNY,Sedang,Rendah,Mahal,Slow,tidak laris
32.0,99115-78R10-000,FRONT BUMPER UNDER GARNISH,Dikit,Rendah,Mahal,Slow,tidak laris
33.0,99118-78R00-BK1,"MUD FLAP FRONT,BLACK",Sedang,Rendah,Mahal,Slow,tidak laris
34.0,99118-78R10-BK1,"MUD FLAP REAR,BLACK",Sedang,Rendah,Mahal,Slow,tidak laris
35.0,99122-78R00-000,"COVER,DOOR MIRROR (CHROME)",Dikit,Rendah,Mahal,Slow,tidak laris
36.0,99126-78R00-000,DOOR HANDLE ESCUTCHEON,Sedang,Rendah,Mahal,Slow,tidak laris
37.0,99152-78R00-000,LUGGAGE NET,Sedang,Rendah,Mahal,Slow,tidak laris
38.0,99152-78R10-000,REAR GATE NET,Sedang,Rendah,Mahal,Slow,tidak laris
39.0,99233-78R00-QKJ,"AIR VENTS,HAGANE SILVER",Dikit,Rendah,Mahal,Slow,tidak laris
40.0,9923D-78R10-001,"AT SHIFT PANEL,RHD,HAGANE SILVER",Sedang,Tinggi,Mahal,Slow,laris
41.0,9923D-78R10-002,"AT SHIFT PANEL,RHD,STAIN SILVER",Sedang,Rendah,Mahal,Slow,tidak laris
42.0,99112-78R10-000,SIDE UNDER GARNISH,Dikit,Rendah,Mahal,Slow,tidak laris
43.0,75901-77RK0-WBM,"MAT SET,FLOOR (MT)",Banyak,Rendah,Mahal,Slow,tidak laris
44.0,75901-77RL0-WBM,"MAT SET,FLOOR (AT)",Sedang,Tinggi,Mahal,Slow,laris
45.0,99120-78R11-000,RAIN AND WIND DEFLECTOR SET,Sedang,Rendah,Murah,Slow,laris
46.0,75921-76G10-BKP,"HOLDER, FLOOR MAT",Banyak,Tinggi,Murah,Slow,laris
47.0,9912J-78R41-000,REAR DIFFERENTIAL GUARD,Sedang,Rendah,Mahal,Critical,tidak laris
48.0,9912J-78R31-000,FRONT DIFFERENTIAL GUARD,Sedang,Rendah,Mahal,Critical,tidak laris
49.0,990E0-78R48-000,CARGO PARTITION GRID (CROSSWISE),Dikit,Rendah,Mahal,Slow,tidak laris
50.0,99118-78R00-RD1,"MUD FLAP FRONT,RED",Sedang,Rendah,Mahal,Slow,tidak laris
51.0,99118-78R10-RD1,"MUD FLAP REAR,RED",Sedang,Rendah,Mahal,Slow,tidak laris
52.0,990J0M55T04-010,BODY SIDE MOULDING,Sedang,Rendah,Murah,Slow,laris
53.0,9911C-78R01-ZSC,FRONT GRILLE,Dikit,Rendah,Mahal,Slow,tidak laris
54.0,72201M76TX0-000,MUD FLAP,Banyak,Tinggi,Murah,Slow,laris
55.0,75901-80TL0-000,FLOOR MAT MT,Banyak,Tinggi,Mahal,Fast,laris
56.0,75901-80TM0-000,FLOOR MAT AT,Banyak,Tinggi,Mahal,Fast,laris
57.0,990E0-62R70-COV,WHEEL NUT COVER BLACK,Banyak,Tinggi,Murah,Fast,laris
58.0,99112-80T10-000,SIDE UNDER GARNISH,Dikit,Rendah,Mahal,Slow,tidak laris
59.0,99120-80T10-000,DOOR VISOR,Sedang,Tinggi,Mahal,Slow,laris
60.0,99126-80T10-000,DOOR HANDLE ESCUTCHEON,Sedang,Rendah,Mahal,Slow,tidak laris
61.0,99150-80T10-000,LUGGAGE MAT,Sedang,Rendah,Mahal,Slow,tidak laris
62.0,99152-80T30-000,REAR GATE NET,Sedang,Rendah,Mahal,Slow,tidak laris
63.0,99213-78R00-000,FOOT ILLUMINATION,Sedang,Rendah,Mahal,Slow,tidak laris
64.0,99213-78R10-000,GLOVE BOX ILLUMINATION,Dikit,Rendah,Mahal,Slow,tidak laris
65.0,99213-78R81-000,DOOR LAMP,Dikit,Rendah,Mahal,Slow,tidak laris
66.0,99230-78R30-001,"DECAL FOR SPARE TIRE HALF COVER, HONEYCOMB/RHINO",Dikit,Rendah,Mahal,Slow,tidak laris
67.0,99230-78R30-002,"DECAL FOR SPARE TIRE HALF COVER, CAMO/RHINO",Sedang,Rendah,Mahal,Slow,tidak laris
68.0,9923A-77RA0-000,"STICKER, RHINO",Banyak,Tinggi,Murah,Slow,laris
69.0,9923B-78R51-000,"SPARE TIRE COVER, SOFT/RHINO",Sedang,Rendah,Mahal,Slow,tidak laris
70.0,9923K-78R00-000,WHEEL LOCK NUT SET,Banyak,Tinggi,Mahal,Fast,laris
71.0,99250-78R00-000,AC FILTER ANTI PM 2.5,Banyak,Tinggi,Murah,Fast,laris
72.0,9914R-80T10-001,"COVER,ASSISTANT GRIP BROWN",Sedang,Rendah,Mahal,Slow,tidak laris
73.0,9914R-80T10-002,"COVER,ASSISTANT GRIP BLACK",Sedang,Tinggi,Mahal,Slow,laris
74.0,99176-78R11-000,MULTI ROOF RACK,Dikit,Rendah,Mahal,Slow,tidak laris
75.0,9917B-78R01-000,BICYCLE CARRIER,Dikit,Rendah,Mahal,Slow,tidak laris
76.0,990H0-990AO-060,1 SET DSP 5 CHANNEL BOX SUBWOFER,Dikit,Rendah,Mahal,Slow,tidak laris
77.0,09448-31029-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
78.0,11320-73001-000,"PLATE,CLUTCH HOUSING LOWER",Banyak,Tinggi,Murah,Critical,laris
79.0,12620-73003-000,FLY WHEEL,Sedang,Rendah,Mahal,Critical,tidak laris
80.0,17569-82001-H17,"GASKET,WTR THERMO CAP",Banyak,Tinggi,Murah,Critical,laris
81.0,25510-60B01-000,"SHAFT,GEAR SHF",Banyak,Tinggi,Murah,Critical,laris
82.0,27842-63B00-000,"SEAL,DRIVE INTERMEDIATE,L",Banyak,Tinggi,Murah,Fast,laris
83.0,28180-60B00-000,"HOUSING COMP,GEAR SHF CONT",Sedang,Tinggi,Murah,Critical,laris
84.0,12860-82600-000,"SHAFT,INTAKE ROCKER ARM",Sedang,Rendah,Mahal,Critical,tidak laris
85.0,24761-50A00-000,"SEAL,TRANS CASE LOWER CAP",Banyak,Tinggi,Murah,Fast,laris
86.0,27841-63B00-000,"SEAL,DRIVE INTERMEDIATE,R",Banyak,Tinggi,Murah,Fast,laris
87.0,11139-86500-000,"SEAL,CYLINDER HEAD SIDE",Banyak,Tinggi,Murah,Fast,laris
88.0,09108-06078-000,"BOLT,STUD",Banyak,Tinggi,Murah,Critical,laris
89.0,09159-10045-000,NUT,Banyak,Tinggi,Murah,Fast,laris
90.0,09305-13007-000,BUSH,Banyak,Tinggi,Murah,Critical,laris
91.0,09388-00007-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
92.0,09401-50402-000,CLAMP,Banyak,Tinggi,Murah,Slow,laris
93.0,09440-04019-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
94.0,09440-17008-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
95.0,09440-27007-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
96.0,09448-12005-000,SPRING,Banyak,Rendah,Murah,Critical,laris
97.0,11383-82000-000,"SEAL,TIMING BELT COVER INSIDE",Banyak,Tinggi,Murah,Fast,laris
98.0,11610-79100-000,"MOUNT,ENGINE FR",Banyak,Tinggi,Murah,Critical,laris
99.0,11710-77100-000,"MOUNT,ENGINE RR",Banyak,Tinggi,Murah,Critical,laris
100.0,12313-78000-000,"RING,CRANK SEAL",Sedang,Tinggi,Murah,Critical,laris
101.0,13330-84300-000,CHAMBER ASSY,Sedang,Tinggi,Mahal,Critical,laris
102.0,15100-77300-000,"PUMP ASSY,FUEL",Sedang,Tinggi,Mahal,Critical,laris
103.0,16910-79110-000,"GAUGE,OIL LEVEL",Banyak,Tinggi,Murah,Critical,laris
104.0,17111-73010-000,"FAN,COOLING",Sedang,Tinggi,Murah,Critical,laris
105.0,17551-82700-000,"CONNECTOR,WATER INTAKE",Sedang,Tinggi,Murah,Critical,laris
106.0,23161-65002-000,"SUPPORT,CLUTCH BEARING",Banyak,Tinggi,Murah,Critical,laris
107.0,28115-79500-000,"SEAT,GEAR SHIFT LEVER",Banyak,Tinggi,Murah,Critical,laris
108.0,28115-82000-000,"SEAT,GEAR SHFT CONT LEVER",Banyak,Tinggi,Murah,Critical,laris
109.0,29221-80050-000,"GEAR,T/F OUTPUT HIGH",Sedang,Rendah,Mahal,Critical,tidak laris
110.0,31171-71310-000,PULLEY,Sedang,Rendah,Murah,Critical,laris
111.0,33410-77310-000,"COIL ASSY,IGNITION",Sedang,Rendah,Mahal,Critical,tidak laris
112.0,38310-80000-000,"ARM,WINDOW WIPER",Banyak,Tinggi,Murah,Slow,laris
113.0,41720-82000-000,"SEAT,STRUT MOUNT",Banyak,Tinggi,Murah,Critical,laris
114.0,43271-80000-000,"HOLDER,CENTER CAP RR",Sedang,Rendah,Murah,Slow,laris
115.0,43461-80000-000,"NUT,FR WHEEL BEARING",Banyak,Tinggi,Murah,Fast,laris
116.0,43465-80000-000,"WASHER,FR WHEEL BEARING",Sedang,Tinggi,Murah,Critical,laris
117.0,48116-80030-000,"PLATE,CONTACT",Sedang,Tinggi,Murah,Critical,laris
118.0,48117-80030-000,"SEAT,CONTACT",Banyak,Tinggi,Murah,Critical,laris
119.0,48128-80030-000,"COLLAR,CONTACT PLATE",Sedang,Tinggi,Murah,Slow,laris
120.0,48526-82000-000,"MOUNT,STEERING RACK SIDE",Banyak,Rendah,Murah,Critical,laris
121.0,48571-82000-000,"BOOT,STEERING PINION SIDE",Sedang,Tinggi,Murah,Critical,laris
122.0,48900-77300-000,"DRAG ROD, STEERING",Sedang,Rendah,Mahal,Critical,tidak laris
123.0,49400-79001-000,"PEDAL,ACCELERATOR",Sedang,Tinggi,Murah,Critical,laris
124.0,51300-77310-000,"BOOSTER ASSY,BRAKE MASTER",Sedang,Rendah,Mahal,Critical,tidak laris
125.0,52400-67821-000,PISTON CUP/BOOT SET,Banyak,Tinggi,Mahal,Critical,laris
126.0,53401-67010-000,"CYLINDER ASSY,RR RH WHEEL",Sedang,Rendah,Mahal,Critical,tidak laris
127.0,53401-83040-000,"CYLINDER ASSY,REAR WHEEL,R",Sedang,Tinggi,Mahal,Critical,laris
128.0,53402-67010-000,"CYLINDER ASSY,RR LH WHEEL",Sedang,Rendah,Mahal,Critical,tidak laris
129.0,53402-83040-000,"CYLINDER ASSY,REAR WHEEL,L",Sedang,Rendah,Mahal,Critical,tidak laris
130.0,53610-58040-000,"ANCHOR ASSY,RR BRAKE SHOE",Sedang,Rendah,Mahal,Critical,tidak laris
131.0,55213-82020-000,"SPRING,ANTI RATTLE OUTER",Banyak,Tinggi,Murah,Critical,laris
132.0,64520-80011-000,"PANEL,SIDE BODY FR UPPER LH",Sedang,Rendah,Murah,Slow,laris
133.0,69320-80110-000,"HINGE,FR DOOR LOWER RH",Sedang,Tinggi,Murah,Slow,laris
134.0,72412-80000-000,"STAY,FR WINDOW LOCK LH",Banyak,Tinggi,Murah,Slow,laris
135.0,72420-80010-000,"HINGE,FRONT WINDOW",Banyak,Tinggi,Murah,Slow,laris
136.0,73411-83000-55Y,"LID,GLOVE BOX INSTPNL",Sedang,Rendah,Murah,Slow,laris
137.0,73910-52002-000,"HANDLE,RR GATE LOCK",Dikit,Rendah,Murah,Slow,laris
138.0,77110-80810-281,"EXTENSION,FRONT FENDER,R",Sedang,Rendah,Mahal,Slow,tidak laris
139.0,77120-80810-281,"EXTENSION,FRONT FENDER,L",Dikit,Rendah,Mahal,Slow,tidak laris
140.0,77400-79891-000,LOCK SET,Dikit,Rendah,Mahal,Slow,tidak laris
141.0,83771-80100-000,"LID,BACK DOOR SERVICE HOLE",Sedang,Tinggi,Murah,Slow,laris
142.0,84701-80110-281,"MIRROR ASSY,RH",Dikit,Rendah,Mahal,Slow,tidak laris
143.0,84702-80110-281,"MIRROR ASSY,LH",Dikit,Rendah,Mahal,Slow,tidak laris
144.0,86101-73080-281,"MIRROR ASSY,RH",Sedang,Rendah,Mahal,Slow,tidak laris
145.0,86102-73080-281,"MIRROR ASSY,LH",Sedang,Rendah,Mahal,Slow,tidak laris
146.0,89260-82101-000,"CAP ASSY,FUEL FILLER",Sedang,Tinggi,Murah,Slow,laris
147.0,09471-12106-000,"BULB,12V55W,H3",Banyak,Tinggi,Murah,Fast,laris
148.0,11710-63B10-000,"MOUNTING COMP,ENGINE,RR",Sedang,Tinggi,Mahal,Critical,laris
149.0,17111-84000-000,FAN,Sedang,Tinggi,Murah,Critical,laris
150.0,09159-16011-000,NUT,Banyak,Tinggi,Murah,Fast,laris
151.0,38452-60B00-000,"CAP,WASHER TANK",Sedang,Rendah,Murah,Slow,laris
152.0,72311-60B00-000,"LINING,FRONT FENDER,R",Sedang,Rendah,Mahal,Slow,tidak laris
153.0,72316-60B00-000,"LINING,FRONT FENDER,L",Banyak,Tinggi,Mahal,Slow,tidak laris
154.0,41742-60B00-000,"WASHER,BEARING UPPER",Sedang,Tinggi,Murah,Critical,laris
155.0,41743-60B00-000,"WASHER,BEARING LOWER",Banyak,Tinggi,Murah,Critical,laris
156.0,41744-60B00-000,"SPACER,FRONT STRUT BEARING",Banyak,Tinggi,Murah,Critical,laris
157.0,84702-83000-5PK,"MIRROR ASSY,OUT REAR VIEW,L",Dikit,Rendah,Mahal,Slow,tidak laris
158.0,09283-56002-000,"SEAL,OIL,56X72.2X7.8",Banyak,Tinggi,Murah,Fast,laris
159.0,09381-65004-000,CIRCLIP,Sedang,Rendah,Murah,Slow,laris
160.0,09440-24010-000,SPRING,Sedang,Rendah,Murah,Critical,laris
161.0,09440-24011-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
162.0,09443-12038-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
163.0,11390-60A11-000,"COVER,TIMING BELT,OUTSIDE",Banyak,Tinggi,Murah,Critical,laris
164.0,11710-77500-000,"MOUNTING COMP,ENGINE REAR",Banyak,Tinggi,Mahal,Critical,laris
165.0,12140-60A50-000,"RING SET,PISTON",Banyak,Tinggi,Mahal,Critical,laris
166.0,12140-60A50-050,"RING SET,PISTON,OS:050",Sedang,Tinggi,Mahal,Critical,laris
167.0,12821-60A01-000,"SPRING,TENSIONER",Sedang,Tinggi,Murah,Critical,laris
168.0,17550-77500-000,"PIPE,WATER INLET",Banyak,Tinggi,Mahal,Fast,laris
169.0,23269-60A00-000,"SPRING,CLUTCH RLSE RTN",Banyak,Tinggi,Murah,Critical,laris
170.0,24110-77500-000,"SHAFT,T/M INPUT",Sedang,Rendah,Mahal,Critical,tidak laris
171.0,24741-77501-000,"RETAINER,INPUT SHAFT BEARING",Sedang,Tinggi,Murah,Critical,laris
172.0,35170-77500-000,SOCKET,Banyak,Tinggi,Murah,Fast,laris
173.0,37610-77500-000,"SWITCH ASSY,BACK-UP LAMP",Sedang,Rendah,Murah,Slow,laris
174.0,38102-77500-000,"LINK ASSY,WIPER",Sedang,Rendah,Mahal,Critical,tidak laris
175.0,41331-77500-000,"BUSHING,REAR SPRING,FRONT",Banyak,Tinggi,Murah,Critical,laris
176.0,42150-77500-000,"BUMPER COMP,REAR SPRING",Banyak,Tinggi,Murah,Slow,laris
177.0,45341-77500-000,"BUSHING,TENSION ROD",Sedang,Tinggi,Murah,Critical,laris
178.0,48500-77500-000,"BOX ASSY,STRG GEAR",Dikit,Rendah,Mahal,Critical,laris
179.0,48534-77500-000,"PLUNGER,STEERING RACK",Banyak,Tinggi,Murah,Critical,laris
180.0,48571-77500-000,"BOOT,STEERING RACK,NO.1",Banyak,Tinggi,Murah,Critical,laris
181.0,48572-77500-000,"BOOT,STEERING RACK,NO.2",Banyak,Rendah,Murah,Critical,laris
182.0,48900-77500-000,"ROD ASSY,STEERING DRAG",Sedang,Rendah,Mahal,Critical,tidak laris
183.0,49400-77500-000,"PEDAL ASSY,ACCEL",Sedang,Rendah,Mahal,Critical,tidak laris
184.0,62381-79000-000,"NUT,INSTRUMENT PANEL SUPPORT",Banyak,Tinggi,Murah,Fast,laris
185.0,09283-17022-000,"SEAL,OIL,17X28X7",Banyak,Tinggi,Murah,Fast,laris
186.0,23266-77501-000,"ARM,CLUTCH RLSE",Sedang,Tinggi,Murah,Critical,laris
187.0,33321-63B10-000,"CAP,DISTRIBUTOR",Dikit,Rendah,Murah,Slow,laris
188.0,38274-74300-000,CAP,Banyak,Rendah,Murah,Slow,tidak laris
189.0,81810-77500-000,"STOP COMP,FRONT DOOR OPEN",Sedang,Rendah,Murah,Slow,laris
190.0,84752-85700-5PK,"GARNISH,BRKT INR,R(BLACK)",Sedang,Rendah,Murah,Slow,laris
191.0,38101-70A00-000,"MOTOR ASSY,WIPER",Dikit,Rendah,Mahal,Critical,laris
192.0,53402-63B00-000,"CYLINDER ASSY,REAR WHEEL L",Sedang,Tinggi,Mahal,Critical,laris
193.0,15101-63B04-000,"GAUGE & PUMP SET,FUEL",Dikit,Rendah,Mahal,Critical,laris
194.0,37400-60B12-000,"SWITCH ASSY,COMB",Dikit,Rendah,Mahal,Slow,tidak laris
195.0,12761-77500-000,"BELT,TIMING",Sedang,Tinggi,Murah,Critical,laris
196.0,09283-50005-000,"SEAL,OIL,50X65X7",Banyak,Tinggi,Murah,Fast,laris
197.0,46630-60B01-000,"JOINT,STABILIZER BAR",Sedang,Tinggi,Murah,Critical,laris
198.0,41800-72C50-000,"STRUT ASSY,REAR SUSPENSION",Dikit,Rendah,Mahal,Critical,laris
199.0,43431-60B20-000,"SEAL,FR WHL BRG INNER OIL",Banyak,Tinggi,Murah,Fast,laris
200.0,34113-70A01-000,"HOOD ASSY,METER",Sedang,Tinggi,Mahal,Slow,laris
201.0,11189-73002-000,"GASKET,CYLINDER HEAD",Sedang,Tinggi,Murah,Critical,laris
202.0,49160-60E10-000,"PULLEY,BELT TENSION",Sedang,Rendah,Mahal,Critical,tidak laris
203.0,09280-24009-000,"O RING,D:3.6,ID:23.5",Banyak,Tinggi,Murah,Fast,laris
204.0,09401-57901-000,CLAMP,Sedang,Tinggi,Murah,Slow,laris
205.0,09440-05037-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
206.0,09440-08029-000,SPRING,Banyak,Tinggi,Murah,Critical,laris
207.0,11710-60A01-000,"MOUNTING COMP,ENG RR",Banyak,Tinggi,Mahal,Critical,laris
208.0,14181-60A20-000,"GASKET,EXH MANIF & CTR PIPE",Dikit,Rendah,Mahal,Critical,laris
209.0,28138-60A01-000,"BOOT,GEAR SHF CONT LEVER NO.3",Banyak,Rendah,Murah,Slow,tidak laris
210.0,34810-60A11-000,"GAUGE ASSY,FUEL LEVEL",Dikit,Rendah,Mahal,Critical,laris
211.0,38450-61A00-000,"TANK ASSY,WASHER",Sedang,Rendah,Mahal,Slow,tidak laris
212.0,48721-60A00-000,"ARM,IDLER",Banyak,Tinggi,Mahal,Critical,laris
213.0,48750-60A00-000,"BUSHING,IDLER ARM",Sedang,Tinggi,Murah,Critical,laris
214.0,53441-56B00-000,"SPRING,WHEEL CYLINDER",Sedang,Tinggi,Murah,Critical,laris
215.0,72115-56B01-000,"CLIP,FRONT GRILLE",Banyak,Tinggi,Murah,Slow,laris
216.0,72115-60A00-000,"CLIP,FRONT GRILLE",Sedang,Tinggi,Murah,Slow,laris
217.0,72481-60A01-000,"LINING,FRONT FENDER,R",Sedang,Rendah,Mahal,Slow,tidak laris
218.0,72482-60A01-000,"LINING,FRONT FENDER,L",Sedang,Tinggi,Mahal,Slow,laris
219.0,73610-60A10-5PK,"LOUVER,CENTER VENT",Banyak,Rendah,Mahal,Slow,tidak laris
220.0,09263-25051-000,"BEARING,25.4X33.3X31.7",Sedang,Tinggi,Murah,Critical,laris
221.0,15410-63401-000,FUEL FILTER ST-100/SJ-410,Banyak,Rendah,Murah,Fast,laris
222.0,73210-70A00-5PK,"LOUVER ASSY,VENTILATOR,R",Sedang,Rendah,Murah,Slow,laris
223.0,11141-73003-000,"GASKET,CYLINDER HEAD",Sedang,Tinggi,Mahal,Critical,laris
224.0,53401-56B00-000,"CYLINDER ASSY,RR WHEEL BRAKE,R",Sedang,Rendah,Mahal,Critical,tidak laris
225.0,55191-56B00-000,"PIN,CYLINDER SLIDE",Sedang,Tinggi,Murah,Critical,laris
226.0,09265-25029-000,"BEARING,25X52X19.25",Banyak,Tinggi,Mahal,Critical,laris
227.0,12911-71C00-000,"VALVE,INTK",Sedang,Tinggi,Murah,Critical,laris
228.0,23820-70C00-000,"CYLINDER ASSY,CLUTCH OPERATING",Dikit,Rendah,Mahal,Critical,laris
229.0,24431-70C00-000,"RING,1ST GEAR SYNCH",Sedang,Tinggi,Murah,Critical,laris
230.0,27432-70C00-000,"SEAL,DIFF SIDE OIL",Banyak,Tinggi,Murah,Fast,laris
